,ip,province,city,company
2224,189.156.60.242,Coahuila de Zaragoza,Saltillo,Gestion de Direccionamiento Uninet
2225,201.163.149.250,Nuevo Leon,Monterrey,Alestra S. de R.L. de C.V.
2226,71.132.254.162,Texas,San Antonio,AT&T Corp.
2227,68.203.199.194,Texas,San Antonio,Charter Communications Inc
2228,66.25.7.76,Texas,Irving,Charter Communications Inc
2229,64.134.155.129,Texas,Austin,Wayport Inc.
2230,98.6.153.146,Texas,Plano,Onsi Group
2231,204.60.9.26,Texas,Austin,AT&T Corp.
2232,107.77.217.37,Texas,Houston,AT&T Mobility LLC
2233,208.54.86.247,Texas,Dallas,T-Mobile USA Inc.
2234,64.132.229.66,California,Los Angeles,TW Telecom Holdings Inc.
2235,70.120.59.12,Texas,San Antonio,Charter Communications Inc
2236,24.26.250.41,Texas,San Antonio,Charter Communications Inc
2237,71.135.71.73,Texas,Carrollton,AT&T Corp.
2238,24.28.101.172,Texas,Austin,Charter Communications Inc
2239,172.56.6.41,Oklahoma,Jay,T-Mobile USA Inc.
2240,107.77.217.20,Texas,Houston,AT&T Mobility LLC
2241,209.107.196.134,Georgia,Atlanta,SecuredConnectivity.net
2242,64.145.67.143,California,Los Angeles,SecuredConnectivity.net
2243,99.43.107.186,Texas,San Antonio,AT&T Corp.
2244,107.77.221.196,Texas,Corpus Christi,AT&T Mobility LLC
2245,66.194.160.106,Texas,El Paso,TW Telecom Holdings Inc.
2246,99.202.73.143,Georgia,Atlanta,Sprint Communications Inc.
2247,99.97.208.13,Texas,Richardson,AT&T Corp.
2248,107.242.125.8,New Mexico,Carlsbad,AT&T Mobility LLC
2249,166.128.126.112,Pennsylvania,Doylestown,AT&T Mobility LLC
2250,104.190.242.242,Texas,San Antonio,AT&T Corp.
2251,172.58.106.58,Texas,Cleburne,T-Mobile USA Inc.
2252,89.187.164.152,Texas,Dallas,DataCamp s.r.o.
2253,216.4.53.35,California,Irvine,Verizon Communications Inc.
2254,174.207.23.126,Texas,San Antonio,Verizon Wireless
2255,99.203.154.85,Texas,Houston,Sprint Communications Inc.
2256,76.187.203.223,Texas,Plano,Charter Communications Inc
2257,103.208.220.131,Tokyo,Shinagawa-ku,Total Server Solutions LLC
2258,165.237.199.139,Missouri,Belton,Charter Communications Inc
2259,71.143.82.236,Texas,San Antonio,AT&T Corp.
2260,107.77.218.77,Texas,San Antonio,AT&T Mobility LLC
2261,75.1.145.2,Texas,San Antonio,AT&T Corp.
2262,208.54.86.244,Texas,Dallas,T-Mobile USA Inc.
2263,130.45.62.247,Texas,San Antonio,Grande Communications San Antonio Hub
2264,69.232.48.130,Washington,Redmond,AT&T Corp.
2265,107.77.222.171,Texas,San Antonio,AT&T Mobility LLC
2266,172.58.109.121,New Mexico,Albuquerque,T-Mobile USA Inc.
2267,24.28.109.234,Texas,Austin,Charter Communications Inc
2268,47.180.185.126,California,Los Angeles,Frontier Communications Corporation
2269,172.114.236.29,California,Hermosa Beach,Charter Communications Inc
2270,72.177.141.60,Texas,San Antonio,Charter Communications Inc
2271,70.125.140.30,Texas,San Antonio,Charter Communications Inc
2272,107.77.228.136,California,Lancaster,AT&T Mobility LLC
2273,67.11.115.125,Texas,San Antonio,Charter Communications Inc
2274,107.77.222.137,Texas,San Antonio,AT&T Mobility LLC
2275,172.8.173.224,Texas,San Antonio,AT&T Corp.
2276,173.175.104.33,Texas,San Antonio,Charter Communications Inc
2277,71.42.196.114,Texas,San Antonio,Tobin Center for the Performing Arts
2278,70.226.109.182,Texas,San Antonio,AT&T Corp.
2279,172.124.64.127,Texas,San Antonio,AT&T Corp.
2280,216.110.79.11,Texas,San Antonio,TW Telecom Holdings Inc.
2281,108.174.80.231,Texas,Bandera,BEC Fiber
2282,174.207.21.10,Texas,Kerrville,Verizon Wireless
2283,67.10.174.4,Texas,San Antonio,Charter Communications Inc
2284,172.8.173.98,Texas,San Antonio,AT&T Corp.
2285,136.50.49.145,Texas,San Antonio,Google Fiber Inc.
2286,67.11.120.157,Texas,San Antonio,Charter Communications Inc
2287,173.149.142.35,Texas,Houston,Sprint Communications Inc.
2288,208.54.86.133,Texas,Dallas,T-Mobile USA Inc.
2289,174.207.20.146,Florida,Homestead,Verizon Wireless
2290,76.250.156.19,Texas,San Antonio,AT&T Corp.
2291,24.243.22.68,Texas,San Antonio,Charter Communications Inc
2292,70.226.110.58,Texas,San Antonio,AT&T Corp.
2293,66.68.53.12,Texas,Austin,Charter Communications Inc
2294,166.251.109.48,Texas,San Antonio,Wireless Data Service Provider Corporation
2295,173.134.114.250,Minnesota,Saint Paul,Sprint Communications Inc.
2296,172.56.7.179,Texas,Waxahachie,T-Mobile USA Inc.
2297,173.174.211.244,Texas,San Antonio,Charter Communications Inc
2298,99.98.32.97,Texas,San Antonio,AT&T Corp.
2299,66.25.13.167,Texas,Irving,Charter Communications Inc
2300,130.45.33.133,Texas,San Antonio,Grande Communications San Antonio Hub
2301,75.1.166.163,Texas,San Antonio,AT&T Corp.
2302,70.117.31.136,Texas,San Antonio,Charter Communications Inc
2303,72.181.117.73,Texas,San Antonio,Charter Communications Inc
2304,107.77.220.90,Texas,Houston,AT&T Mobility LLC
2305,66.69.81.250,Texas,San Antonio,Charter Communications Inc
2306,173.174.7.203,Texas,Kerrville,Charter Communications Inc
2307,76.211.181.33,Texas,San Antonio,AT&T Corp.
2308,67.11.82.11,Texas,San Antonio,Charter Communications Inc
2309,73.239.66.107,Washington,Sammamish,Comcast Cable Communications LLC
2310,173.127.7.219,Texas,Houston,Sprint Communications Inc.
2311,173.127.93.78,Texas,Houston,Sprint Communications Inc.
2312,136.50.54.2,Texas,San Antonio,Google Fiber Inc.
2313,174.207.22.226,Texas,Harlingen,Verizon Wireless
2314,71.78.109.210,Texas,New Braunfels,Mission Hill Apartment Homes
2315,174.206.2.148,Texas,Fort Worth,Verizon Wireless
2316,107.77.218.210,Texas,San Antonio,AT&T Mobility LLC
2317,70.120.57.140,Texas,San Antonio,Charter Communications Inc
2318,45.21.2.131,Texas,San Antonio,AT&T Corp.
2319,172.56.7.186,Texas,Waxahachie,T-Mobile USA Inc.
2320,72.190.170.159,Texas,San Antonio,Charter Communications Inc
2321,107.77.217.49,Texas,Houston,AT&T Mobility LLC
2322,68.65.212.72,New York,New York City,essensys Inc.
2323,174.207.8.122,Texas,Brownsville,Verizon Wireless
2324,4.7.145.58,Texas,San Antonio,Level 3 Communications Inc.
2325,172.85.165.138,Massachusetts,Quincy,Granite Telecommunications LLC
2326,174.207.12.204,Texas,Pflugerville,Verizon Wireless
2327,99.203.90.147,Texas,Houston,Sprint Communications Inc.
2328,99.158.246.101,Texas,San Antonio,AT&T Corp.
2329,107.132.82.186,Texas,San Antonio,AT&T Corp.
2330,173.173.105.24,Texas,San Antonio,Charter Communications Inc
2331,76.185.182.104,Texas,San Antonio,Charter Communications Inc
2332,208.54.83.145,Texas,Houston,T-Mobile USA Inc.
2333,96.66.54.118,Michigan,Livonia,Comcast Cable Communications LLC
2334,172.56.7.16,Texas,Waxahachie,T-Mobile USA Inc.
2335,107.77.217.214,Texas,Houston,AT&T Mobility LLC
2336,70.94.183.166,Texas,San Antonio,Charter Communications Inc
2337,107.77.222.231,Texas,San Antonio,AT&T Mobility LLC
2338,162.245.203.7,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
2339,107.200.109.74,Texas,Richardson,AT&T Corp.
2340,24.160.145.169,Texas,San Antonio,Charter Communications Inc
2341,173.174.212.216,Texas,San Antonio,Charter Communications Inc
2342,12.232.254.62,California,Temecula,Marriott International
2343,174.207.24.245,Texas,Midland,Verizon Wireless
2344,96.8.151.49,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
2345,89.187.164.148,Texas,Dallas,DataCamp s.r.o.
2346,172.56.15.51,Texas,Houston,T-Mobile USA Inc.
2347,148.66.38.18,Texas,San Antonio,Jump Fiber
2348,76.185.236.152,Texas,San Antonio,Charter Communications Inc
2349,75.54.32.45,Texas,San Antonio,Alamo Community College District
2350,174.207.25.219,Texas,Amarillo,Verizon Wireless
2351,107.77.220.191,Texas,Houston,AT&T Mobility LLC
2352,173.174.220.17,Texas,San Antonio,Charter Communications Inc
2353,104.56.10.184,Texas,San Antonio,AT&T Corp.
2354,70.123.161.21,Texas,San Antonio,Charter Communications Inc
2355,76.185.227.82,Texas,San Antonio,Charter Communications Inc
2356,64.108.32.10,Washington,Redmond,AT&T Corp.
2357,71.136.251.115,Texas,San Antonio,AT&T Corp.
2358,172.56.7.112,Texas,Waxahachie,T-Mobile USA Inc.
2359,64.124.33.178,Colorado,Englewood,City of Sunnyvale
2360,107.77.222.64,Texas,San Antonio,AT&T Mobility LLC
2361,166.251.109.196,Texas,San Antonio,Wireless Data Service Provider Corporation
2362,172.58.103.191,Texas,Austin,T-Mobile USA Inc.
2363,174.207.22.2,Texas,Harlingen,Verizon Wireless
2364,107.77.219.96,Texas,Houston,AT&T Mobility LLC
2365,99.203.155.182,Texas,Houston,Sprint Communications Inc.
2366,107.77.189.37,Texas,Houston,AT&T Mobility LLC
2367,107.77.220.214,Texas,Houston,AT&T Mobility LLC
2368,107.77.218.8,Texas,San Antonio,AT&T Mobility LLC
2369,71.41.242.68,Texas,San Antonio,Starbucks
2370,130.45.19.88,Texas,San Antonio,Grande Communications San Antonio Hub
2371,172.14.106.31,Texas,San Antonio,AT&T Corp.
2372,207.189.160.150,Texas,Austin,Sailpoint Technologies Inc.
2373,56.0.84.25,Indiana,Fishers,United States Postal Service
2374,174.207.20.223,Florida,Homestead,Verizon Wireless
2375,108.78.170.79,Texas,Austin,AT&T Corp.
2376,172.56.7.51,Texas,Waxahachie,T-Mobile USA Inc.
2377,70.123.193.100,Texas,San Antonio,Charter Communications Inc
2378,99.203.22.172,Texas,Fort Worth,Sprint Communications Inc.
2379,174.207.0.141,Texas,Austin,Verizon Wireless
2380,72.181.104.173,Texas,San Antonio,Charter Communications Inc
2381,50.84.152.78,Texas,San Antonio,Charter Communications Inc
2382,66.69.90.155,Texas,San Antonio,Codeup LLC
2383,72.181.104.118,Texas,San Antonio,Charter Communications Inc
2384,107.77.219.187,Texas,Houston,AT&T Mobility LLC
2385,70.123.225.30,Texas,Universal City,Charter Communications Inc
2386,97.79.128.78,Texas,San Antonio,Charter Communications Inc
2387,99.100.172.39,Texas,San Antonio,AT&T Corp.
2388,72.178.121.51,Texas,San Antonio,Charter Communications Inc
2389,70.117.3.179,Texas,San Antonio,Charter Communications Inc
2390,23.118.235.0,Texas,San Antonio,AT&T Corp.
2391,67.11.169.7,Texas,San Antonio,Charter Communications Inc
2392,72.181.116.205,Texas,San Antonio,Charter Communications Inc
2393,70.121.205.5,Texas,San Antonio,Charter Communications Inc
2394,24.243.7.150,Texas,San Antonio,Charter Communications Inc
2395,76.211.177.61,Texas,San Antonio,AT&T Corp.
2396,99.184.63.30,Texas,San Antonio,AT&T Corp.
2397,66.25.173.125,Texas,San Antonio,Charter Communications Inc
2398,99.76.234.122,Texas,San Antonio,AT&T Corp.
2399,107.77.217.129,Texas,Houston,AT&T Mobility LLC
2400,107.77.221.154,Texas,Corpus Christi,AT&T Mobility LLC
2401,70.121.199.78,Texas,San Antonio,Charter Communications Inc
2402,96.8.178.32,Texas,Blanco,Guadalupe Valley Telephone Cooperative Inc.
2403,24.243.20.159,Texas,San Antonio,Charter Communications Inc
2404,172.124.70.113,Texas,San Antonio,AT&T Corp.
2405,172.56.7.208,Texas,Waxahachie,T-Mobile USA Inc.
2406,68.207.65.153,Texas,San Antonio,Charter Communications Inc
2407,107.77.221.64,Texas,Corpus Christi,AT&T Mobility LLC
2408,172.56.14.146,Texas,Houston,T-Mobile USA Inc.
2409,107.77.222.175,Texas,San Antonio,AT&T Mobility LLC
2410,70.123.239.48,Texas,Universal City,Charter Communications Inc
2411,99.100.170.238,Texas,San Antonio,AT&T Corp.
2412,174.207.6.110,Texas,Kingsland,Verizon Wireless
2413,98.6.147.203,Texas,San Antonio,Starbucks
2414,12.5.63.210,Texas,San Antonio,LiftFund Inc.
2415,99.203.155.78,Texas,Houston,Sprint Communications Inc.
2416,75.131.8.233,Georgia,Stockbridge,Charter Communications Inc
2417,107.77.217.144,Texas,Houston,AT&T Mobility LLC
2418,97.79.141.50,Texas,San Marcos,Needhee Inc DBA Comfort Inn & Suites
2419,99.43.109.88,Texas,San Antonio,AT&T Corp.
2420,12.252.48.110,New Jersey,Middletown,AT&T Internet Services
2421,74.3.157.69,Manitoba,Winnipeg,Shaw Telecom G.P.
2422,70.117.19.13,Texas,Leon Valley,Charter Communications Inc
2423,216.82.131.133,Texas,Seguin,Private Customer
2424,72.191.48.208,Texas,Leon Valley,Charter Communications Inc
2425,209.6.64.234,Massachusetts,Cambridge,RCN
2426,67.11.138.10,Texas,San Antonio,Charter Communications Inc
2427,166.251.106.102,Texas,San Antonio,Wireless Data Service Provider Corporation
2428,107.77.218.109,Texas,San Antonio,AT&T Mobility LLC
2429,99.158.247.1,Texas,San Antonio,AT&T Corp.
2430,72.179.166.181,Texas,San Antonio,Charter Communications Inc
2431,108.199.117.188,Texas,San Antonio,AT&T Corp.
2432,72.177.232.192,Texas,San Antonio,Charter Communications Inc
2433,107.77.218.158,Texas,San Antonio,AT&T Mobility LLC
2434,166.251.109.223,Texas,San Antonio,Wireless Data Service Provider Corporation
2435,76.185.128.151,Texas,San Antonio,Charter Communications Inc
2436,174.206.26.70,Texas,Irving,Verizon Wireless
2437,174.206.18.197,Texas,Fort Worth,Verizon Wireless
2438,172.58.111.192,Texas,Austin,T-Mobile USA Inc.
2439,174.206.24.69,Louisiana,Shreveport,Verizon Wireless
2440,70.117.59.30,Texas,San Antonio,Charter Communications Inc
2441,96.8.178.202,Texas,Blanco,Guadalupe Valley Telephone Cooperative Inc.
2442,68.201.78.226,Texas,Dilley,Charter Communications Inc
2443,184.226.46.205,Texas,Houston,Sprint Communications Inc.
2444,165.225.48.86,Virginia,Herndon,Zscaler Inc.
2445,208.54.86.240,Texas,Dallas,T-Mobile USA Inc.
2446,174.207.17.181,Texas,Odessa,Verizon Wireless
2447,166.251.106.216,Texas,San Antonio,Wireless Data Service Provider Corporation
2448,174.207.2.195,Texas,Waco,Verizon Wireless
2449,174.207.8.123,Texas,Brownsville,Verizon Wireless
2450,172.58.103.188,Texas,Austin,T-Mobile USA Inc.
2451,107.128.5.96,Texas,San Antonio,AT&T Corp.
2452,67.11.82.179,Texas,San Antonio,Charter Communications Inc
2453,99.203.26.9,Texas,Houston,Sprint Communications Inc.
2454,71.81.176.46,Texas,Fort Worth,Charter Communications Inc
2455,174.207.25.229,Texas,Amarillo,Verizon Wireless
2456,70.123.55.55,Texas,Austin,Charter Communications Inc
2457,174.207.1.195,Texas,Plainview,Verizon Wireless
2458,67.10.164.203,Texas,San Antonio,Charter Communications Inc
2459,75.1.195.169,Texas,San Antonio,AT&T Corp.
2460,172.58.110.227,Texas,Plano,T-Mobile USA Inc.
2461,166.251.101.2,Texas,San Antonio,Wireless Data Service Provider Corporation
2462,174.207.5.143,Oklahoma,Guymon,Verizon Wireless
2463,12.97.187.16,Texas,San Antonio,Marriott International
2464,56.0.143.23,Minnesota,Minneapolis,United States Postal Service
2465,75.4.99.66,Texas,San Antonio,AT&T Corp.
2466,173.174.169.114,Texas,San Antonio,Charter Communications Inc
2467,67.10.154.68,Texas,San Antonio,Charter Communications Inc
2468,165.237.199.136,Missouri,Belton,Charter Communications Inc
2469,31.14.72.10,Ciudad de Mexico,Mexico City,AVAST Software s.r.o.
2470,107.77.219.80,Texas,Houston,AT&T Mobility LLC
2471,144.178.1.46,Texas,San Antonio,Apple Inc.
2472,24.26.244.77,Texas,San Antonio,Charter Communications Inc
2473,74.81.88.162,Texas,Spring,Network Transit Holdings LLC
2474,66.25.130.242,Texas,San Antonio,Charter Communications Inc
2475,174.207.14.251,Georgia,Atlanta,Verizon Wireless
2476,108.71.183.46,Texas,Richardson,AT&T Corp.
2477,173.239.232.12,Texas,Plano,North American Cable Television and Internet LLC
2478,107.77.221.40,Texas,Corpus Christi,AT&T Mobility LLC
2479,172.58.110.148,Texas,Plano,T-Mobile USA Inc.
2480,107.77.189.50,Texas,Houston,AT&T Mobility LLC
2481,172.58.107.104,Texas,Denison,T-Mobile USA Inc.
2482,96.8.131.77,Texas,New Braunfels,Guadalupe Valley Telephone Cooperative Inc.
2483,64.183.232.242,Texas,Corpus Christi,Charter Communications Inc
2484,172.58.96.115,Texas,Houston,T-Mobile USA Inc.
2485,107.77.221.153,Texas,Corpus Christi,AT&T Mobility LLC
2486,70.123.164.223,Texas,San Antonio,Charter Communications Inc
2487,172.58.70.158,Oklahoma,Oklahoma City,T-Mobile USA Inc.
2488,107.77.222.8,Texas,San Antonio,AT&T Mobility LLC
2489,174.207.6.56,Texas,Kingsland,Verizon Wireless
2490,98.6.1.177,Texas,Plano,Butler Brothers Hospitality Group LLC DBA Fairfield Inn/Towneplace Suites
2491,107.77.220.106,Texas,Houston,AT&T Mobility LLC
2492,107.77.222.97,Texas,San Antonio,AT&T Mobility LLC
2493,97.79.147.122,Texas,Plano,Charter Communications Inc
2494,107.77.220.85,Texas,Houston,AT&T Mobility LLC
2495,172.58.109.33,New Mexico,Albuquerque,T-Mobile USA Inc.
2496,68.81.93.120,Pennsylvania,Philadelphia,Comcast Cable Communications LLC
2497,104.191.75.0,Texas,San Antonio,AT&T Corp.
2498,174.225.136.248,New Jersey,Newark,Verizon Wireless
2499,12.106.208.194,Texas,Dallas,701 Commerce Level Office
2500,70.114.56.233,Texas,San Antonio,Charter Communications Inc
2501,66.25.146.95,Texas,San Antonio,Charter Communications Inc
2502,12.97.187.13,Texas,San Antonio,Marriott International
2503,68.249.0.44,Washington,Redmond,AT&T Corp.
2504,12.97.187.15,Texas,San Antonio,Marriott International
2505,166.251.109.240,Texas,San Antonio,Wireless Data Service Provider Corporation
2506,107.77.220.219,Texas,Houston,AT&T Mobility LLC
2507,172.58.109.108,New Mexico,Albuquerque,T-Mobile USA Inc.
2508,107.77.222.131,Texas,San Antonio,AT&T Mobility LLC
2509,71.40.4.250,Texas,San Antonio,Charter Communications Inc
2510,56.0.84.26,Indiana,Fishers,United States Postal Service
2511,174.207.2.122,Texas,Waco,Verizon Wireless
2512,165.225.48.90,Virginia,Herndon,Zscaler Inc.
2513,45.21.32.233,Texas,San Antonio,AT&T Corp.
2514,107.77.222.99,Texas,San Antonio,AT&T Mobility LLC
2515,104.53.202.72,Texas,San Antonio,AT&T Corp.
2516,31.14.72.25,Ciudad de Mexico,Mexico City,AVAST Software s.r.o.
2517,31.14.72.31,Ciudad de Mexico,Mexico City,AVAST Software s.r.o.
2518,31.14.72.32,Ciudad de Mexico,Mexico City,AVAST Software s.r.o.
2519,174.207.24.231,Texas,Midland,Verizon Wireless
2520,172.58.107.139,Texas,Denison,T-Mobile USA Inc.
2521,74.81.88.18,Texas,Spring,Network Transit Holdings LLC
2522,107.77.218.4,Texas,San Antonio,AT&T Mobility LLC
2523,107.77.218.92,Texas,San Antonio,AT&T Mobility LLC
2524,70.121.171.212,Texas,San Antonio,Charter Communications Inc
2525,107.77.221.116,Texas,Corpus Christi,AT&T Mobility LLC
2526,31.14.72.26,Ciudad de Mexico,Mexico City,AVAST Software s.r.o.
2527,107.77.221.227,Texas,Corpus Christi,AT&T Mobility LLC
2528,107.77.221.97,Texas,Corpus Christi,AT&T Mobility LLC
2529,107.77.221.32,Texas,Corpus Christi,AT&T Mobility LLC
2530,174.207.11.139,Texas,Cedar Park,Verizon Wireless
2531,70.94.160.147,Texas,San Antonio,Charter Communications Inc
2532,184.203.5.0,Arizona,Phoenix,Sprint Communications Inc.
2533,184.203.21.120,Arizona,Phoenix,Sprint Communications Inc.
2534,96.8.130.165,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
2535,173.173.109.125,Texas,San Antonio,Charter Communications Inc
2536,45.31.212.88,Texas,San Antonio,AT&T Corp.
2537,107.77.217.140,Texas,Houston,AT&T Mobility LLC
2538,72.181.117.187,Texas,San Antonio,Charter Communications Inc
2539,205.251.151.18,Texas,Spring,Network Transit Holdings LLC
2540,31.14.72.17,Ciudad de Mexico,Mexico City,AVAST Software s.r.o.
2541,129.115.2.251,Texas,San Antonio,University of Texas at San Antonio
2542,31.14.72.18,Ciudad de Mexico,Mexico City,AVAST Software s.r.o.
2543,31.14.72.19,Ciudad de Mexico,Mexico City,AVAST Software s.r.o.
2544,107.77.219.48,Texas,Houston,AT&T Mobility LLC
2545,174.207.15.244,Texas,Waco,Verizon Wireless
2546,72.181.112.251,Texas,San Antonio,Charter Communications Inc
2547,68.206.165.118,Texas,San Antonio,Charter Communications Inc
2548,108.199.117.235,Texas,San Antonio,AT&T Corp.
2549,173.123.161.160,Texas,Houston,Sprint Communications Inc.
2550,99.43.137.218,Washington,Redmond,AT&T Corp.
2551,99.117.73.127,Texas,San Antonio,AT&T Corp.
2552,99.88.62.179,Texas,San Antonio,AT&T Corp.
2553,72.169.80.141,Texas,Devine,Hughes Network Systems LLC-ON
2554,104.182.14.96,Texas,San Antonio,AT&T Corp.
2555,45.16.112.177,Texas,San Antonio,AT&T Corp.
2556,136.50.36.192,Texas,San Antonio,Google Fiber Inc.
2557,71.42.230.162,Texas,San Antonio,Charter Communications Inc
2558,173.239.232.43,Texas,Plano,North American Cable Television and Internet LLC
2559,24.28.149.24,Texas,Leon Valley,Charter Communications Inc
2560,172.124.70.146,Texas,San Antonio,AT&T Corp.
2561,72.190.165.220,Texas,San Antonio,Charter Communications Inc
2562,67.11.193.143,Texas,San Antonio,Charter Communications Inc
2563,107.77.218.137,Texas,San Antonio,AT&T Mobility LLC
2564,174.207.4.32,Texas,Austin,Verizon Wireless
2565,66.25.154.64,Texas,New Braunfels,Charter Communications Inc
2566,173.173.96.82,Texas,San Antonio,Charter Communications Inc
2567,99.147.238.134,Texas,San Antonio,AT&T Corp.
2568,174.207.15.228,Texas,Waco,Verizon Wireless
2569,38.140.212.203,Texas,Austin,PSINet Inc.
2570,173.239.232.156,Texas,Plano,North American Cable Television and Internet LLC
2571,174.207.4.2,Texas,Austin,Verizon Wireless
2572,66.25.171.31,Texas,San Antonio,Charter Communications Inc
2573,72.169.80.108,Texas,Devine,Hughes Network Systems LLC-ON
2574,107.77.217.156,Texas,Houston,AT&T Mobility LLC
2575,24.243.3.85,Texas,San Antonio,Charter Communications Inc
2576,107.77.217.110,Texas,Houston,AT&T Mobility LLC
2577,162.211.71.82,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
2578,67.78.73.114,Texas,Universal City,Shertz Library
2579,107.77.222.69,Texas,San Antonio,AT&T Mobility LLC
2580,108.93.10.214,Texas,San Antonio,AT&T Corp.
2581,70.123.210.135,Texas,San Antonio,Charter Communications Inc
2582,108.105.62.187,Kansas,Overland Park,Sprint Communications Inc.
2583,216.82.146.133,Texas,La Vernia,GVEC.net
2584,24.227.244.110,Texas,San Antonio,Charter Communications Inc
2585,67.11.124.64,Texas,San Antonio,Charter Communications Inc
2586,148.66.37.82,Texas,San Antonio,Jump Fiber
2587,96.8.130.92,Texas,San Antonio,Guadalupe Valley Telephone Cooperative Inc.
2588,174.207.18.107,New Mexico,Carlsbad,Verizon Wireless
2589,75.54.33.109,Texas,San Antonio,Alamo Community College District
2590,107.77.222.219,Texas,San Antonio,AT&T Mobility LLC
2591,67.79.62.147,Texas,San Antonio,Starbucks
2592,70.121.178.207,Texas,San Antonio,Charter Communications Inc
2593,162.198.96.75,Texas,San Antonio,AT&T Corp.
2594,50.202.129.130,Washington,Vancouver,Comcast Cable Communications LLC
2595,206.121.37.170,North Carolina,Huntersville,Safetrans
2596,205.251.150.210,Texas,Spring,Network Transit Holdings LLC
2597,174.207.34.2,Texas,Abilene,Verizon Wireless
2598,172.58.107.182,Texas,Denison,T-Mobile USA Inc.
2599,67.10.169.200,Texas,San Antonio,Charter Communications Inc
2600,99.203.27.185,Texas,Houston,Sprint Communications Inc.
2601,72.177.198.47,Texas,San Antonio,Charter Communications Inc
2602,104.148.30.54,California,Los Angeles,Global Frag Networks
2603,107.77.218.184,Texas,San Antonio,AT&T Mobility LLC
2604,99.203.212.98,Texas,Houston,Sprint Communications Inc.
2605,74.81.88.26,Texas,Spring,Network Transit Holdings LLC
2606,72.190.168.222,Texas,San Antonio,Charter Communications Inc
2607,72.169.80.153,Texas,Devine,Hughes Network Systems LLC-ON
2608,205.251.148.74,Texas,Spring,Network Transit Holdings LLC
2609,71.78.94.74,Texas,San Antonio,Charter Communications Inc
2610,72.169.81.64,New Hampshire,Grafton,Hughes Network Systems LLC-ON
2611,173.149.176.218,Texas,Houston,Sprint Communications Inc.
2612,71.158.153.146,Texas,San Antonio,AT&T Corp.
2613,107.77.218.226,Texas,San Antonio,AT&T Mobility LLC
2614,174.207.15.221,Texas,Waco,Verizon Wireless
2615,98.6.141.91,Texas,Plano,Starbucks
2616,70.120.73.0,Texas,San Antonio,Charter Communications Inc
2617,136.50.24.156,Texas,San Antonio,Google Fiber Inc.
2618,205.251.148.186,Texas,Spring,Network Transit Holdings LLC
2619,72.169.81.20,New Hampshire,Grafton,Hughes Network Systems LLC-ON
2620,185.245.86.170,Florida,Miami,M247 Europe SRL
2621,205.251.150.162,Texas,Spring,Network Transit Holdings LLC
2622,184.226.92.76,Texas,Houston,Sprint Communications Inc.
2623,70.121.194.226,Texas,San Antonio,Charter Communications Inc
2624,72.169.81.79,New Hampshire,Grafton,Hughes Network Systems LLC-ON
2625,205.251.150.218,Texas,Spring,Network Transit Holdings LLC
